,n,p_contradiction,p_entailment,p_neutral,boundary,isArtifact,diff
sons,204,0.23039215686274508,0.1323529411764706,0.6372549019607843,0.5318729123932584,True,0.10538198956752587
indoors,2386,0.4966471081307628,0.3704945515507125,0.13285834031852473,0.3913866398644155,True,0.10526046826634727
practicing,2776,0.2546829971181556,0.25324207492795386,0.4920749279538905,0.38715441845189924,True,0.10492050950199128
steak,244,0.6188524590163934,0.04918032786885246,0.3319672131147541,0.5148712166180809,True,0.10398124239831252
world,653,0.28024502297090353,0.17151607963246554,0.5482388973966309,0.4443033343046623,True,0.10393556309196861
late,386,0.2616580310880829,0.15803108808290156,0.5803108808290155,0.47766729362849764,True,0.10264358720051786
liked,41,0.04878048780487805,0.07317073170731707,0.8780487804878049,0.7761972046293647,True,0.10185157585844018
might,161,0.13664596273291926,0.20496894409937888,0.6583850931677019,0.5568187775558304,True,0.10156631561187146
competes,204,0.1715686274509804,0.19607843137254902,0.6323529411764706,0.5318729123932584,True,0.10048002878321216
theres,470,0.23191489361702128,0.5638297872340425,0.20425531914893616,0.46413499208779385,True,0.09969479514624868
noone,25,1.0,0.0,0.0,0.9004758109691253,True,0.09952418903087468
love,548,0.24635036496350365,0.20072992700729927,0.5529197080291971,0.45446896302948225,True,0.09845074499971485
lazily,49,0.8367346938775511,0.04081632653061224,0.12244897959183673,0.7384351030731848,True,0.09829959080436623
near,17757,0.2607985583150307,0.45283550149236923,0.2863659401926001,0.3546136155452639,True,0.09822188594710535
shark,203,0.6305418719211823,0.059113300492610835,0.3103448275862069,0.5323613253798964,True,0.09818054654128583
skydiving,241,0.6141078838174274,0.16182572614107885,0.22406639004149378,0.5159976258745735,True,0.09811025794285388
flirting,57,0.15789473684210525,0.03508771929824561,0.8070175438596491,0.7089326146806556,True,0.09808492917899347
tea,637,0.543171114599686,0.18524332810047095,0.271585557299843,0.4456883489162749,True,0.09748276568341113
politics,117,0.26495726495726496,0.042735042735042736,0.6923076923076923,0.595495036360197,True,0.09681265594749533
taxes,46,0.8478260869565217,0.0,0.15217391304347827,0.7514363149391142,True,0.0963897720174075
touching,1068,0.23876404494382023,0.5159176029962547,0.24531835205992508,0.4201047232556794,True,0.09581287974057529
she,6123,0.28548097337906253,0.24922423648538297,0.46529479013555447,0.36957265423797403,True,0.09572213589758044
excited,609,0.20689655172413793,0.24958949096880131,0.5435139573070608,0.44824219811768723,True,0.09527175918937353
actually,121,0.6859504132231405,0.06611570247933884,0.24793388429752067,0.5911253686223297,True,0.09482504460081087
mall,1215,0.5094650205761316,0.1794238683127572,0.3111111111111111,0.4146864211411198,True,0.09477859943501182
crying,1678,0.4970202622169249,0.22228843861740166,0.2806912991656734,0.4025588494306954,True,0.09446141278622949
desert,1527,0.5003274394237066,0.23968565815324164,0.2599869024230517,0.40590091693802366,True,0.09442652248568295
been,1141,0.2427695004382121,0.2462751971954426,0.5109553023663453,0.4172830738819927,True,0.09367222848435264
enjoys,1086,0.22099447513812154,0.26611418047882135,0.5128913443830571,0.4193826186909886,True,0.09350872569206847
library,889,0.5219347581552306,0.20584926884139482,0.2722159730033746,0.428440074316862,True,0.09349468383836862
bet,64,0.171875,0.046875,0.78125,0.6877973818557033,True,0.09345261814429673
wedding,2320,0.25301724137931036,0.2620689655172414,0.4849137931034483,0.3922066073342125,True,0.09270718576923581
score,473,0.21987315010570824,0.22410147991543342,0.5560253699788583,0.46371952785532755,True,0.09230584212353077
sat,473,0.5560253699788583,0.23890063424947147,0.20507399577167018,0.46371952785532755,True,0.09230584212353077
piano,1117,0.5102954341987467,0.23903312444046554,0.25067144136078784,0.4181801580248046,True,0.09211527617394205
trout,56,0.16071428571428573,0.03571428571428571,0.8035714285714286,0.7122713406189112,True,0.09130008795251743
photoshoot,56,0.125,0.07142857142857142,0.8035714285714286,0.7122713406189112,True,0.09130008795251743
physical,181,0.1712707182320442,0.6353591160220995,0.19337016574585636,0.5441101751907327,True,0.09124894083136681
fat,476,0.2542016806722689,0.19327731092436976,0.5525210084033614,0.46330799754572993,True,0.08921301085763145
highway,542,0.544280442804428,0.1918819188191882,0.26383763837638374,0.45513761003882663,True,0.08914283276560137
cocoa,45,0.8444444444444444,0.022222222222222223,0.13333333333333333,0.7560563776404283,True,0.08838806680401612
happy,2272,0.2011443661971831,0.31778169014084506,0.4810739436619718,0.3928252576746025,True,0.08824868598736929
experienced,73,0.0547945205479452,0.1917808219178082,0.7534246575342466,0.665228364364078,True,0.08819629317016864
plane,1365,0.4981684981684982,0.22197802197802197,0.27985347985347986,0.4100864208658017,True,0.08808207730269646
frowns,87,0.7241379310344828,0.10344827586206896,0.1724137931034483,0.6373536129894815,True,0.08678431804500131
concert,3122,0.3058936579115951,0.2238949391415759,0.47021140294682895,0.38408446504274363,True,0.08612693790408532
save,189,0.2275132275132275,0.14814814814814814,0.6243386243386243,0.5396010582214934,True,0.0847375661171309
refuses,39,0.8717948717948718,0.02564102564102564,0.10256410256410256,0.7874107227746447,True,0.08438414902022706
friday,55,0.14545454545454545,0.05454545454545454,0.8,0.7157007137524467,True,0.08429928624755334
husbands,65,0.18461538461538463,0.046153846153846156,0.7692307692307693,0.6850601667724412,True,0.08417060245832808
person,35833,0.28166773644405996,0.43239471995088324,0.2859375436050568,0.34831363626282874,True,0.0840810836880545
zombie,155,0.6451612903225806,0.15483870967741936,0.2,0.561103233472694,True,0.08405805684988665
protesting,645,0.23255813953488372,0.23875968992248062,0.5286821705426357,0.4449893995788059,True,0.08369277096382977
build,385,0.24935064935064935,0.18961038961038962,0.561038961038961,0.4778546187693622,True,0.08318434226959881
chess,631,0.5293185419968305,0.20602218700475436,0.26465927099841524,0.4462212610712301,True,0.08309728092560037
funeral,282,0.5851063829787234,0.014184397163120567,0.40070921985815605,0.502197548670777,True,0.08290883430794638
hike,499,0.23847695390781562,0.218436873747495,0.5430861723446894,0.46027725408172204,True,0.08280891826296732
sweating,120,0.14166666666666666,0.18333333333333332,0.675,0.5921972736004104,True,0.08280272639958963
locker,133,0.6616541353383458,0.15789473684210525,0.18045112781954886,0.579220781582636,True,0.08243335375570982
xgames,30,0.06666666666666667,0.0,0.9333333333333333,0.8510612138674876,True,0.08227211946584578
video,1852,0.4811015118790497,0.23218142548596113,0.2867170626349892,0.39922669877573524,True,0.08187481310331446
interacting,366,0.2185792349726776,0.5628415300546448,0.2185792349726776,0.48155839434418635,True,0.08128313571045842
someone,7412,0.21370750134916353,0.4473826227738802,0.3389098758769563,0.36627112476231427,True,0.08111149801156592
lunch,2185,0.4745995423340961,0.09794050343249427,0.4274599542334096,0.39399808998436875,True,0.08060145234972738
destroying,57,0.7894736842105263,0.03508771929824561,0.17543859649122806,0.7089326146806556,True,0.08054106952987072
getting,7786,0.26239404058566657,0.2924479835602363,0.4451579758540971,0.3654703072861822,True,0.07968766856791493
dinner,2645,0.4680529300567108,0.12816635160680528,0.40378071833648393,0.3884711217212153,True,0.0795818083354955
something,11922,0.24073142090253313,0.43868478443214226,0.3205837946653246,0.3593042705124712,True,0.07938051391967105
things,1056,0.19318181818181818,0.4990530303030303,0.3077651515151515,0.4205963497957115,True,0.0784566805073188
dry,1032,0.5,0.23546511627906977,0.26453488372093026,0.42160520431091797,True,0.07839479568908203
local,1231,0.3322502030869212,0.17546709991876522,0.49228269699431354,0.4141559960051232,True,0.07812670098919033
finish,576,0.2604166666666667,0.21006944444444445,0.5295138888888888,0.4514880161741233,True,0.07802587271476552
calling,153,0.20261437908496732,0.1568627450980392,0.6405228758169934,0.5625870921634188,True,0.07793578365357456
tips,265,0.2188679245283019,0.19622641509433963,0.5849056603773585,0.507529760613721,True,0.07737589976363746
make,2299,0.25228360156589824,0.2779469334493258,0.469769464984776,0.39247488229514416,True,0.07729458268963185
discussing,626,0.25878594249201275,0.21725239616613418,0.5239616613418531,0.4466711948104402,True,0.07729046653141286
watching,12095,0.43637866887143445,0.2562215791649442,0.30739975196362135,0.35911786479522956,True,0.07726080407620489
consuming,59,0.1016949152542373,0.7796610169491526,0.11864406779661017,0.7025116410051835,True,0.07714937594396909
activity,363,0.1790633608815427,0.559228650137741,0.26170798898071623,0.48216963430237686,True,0.07705901583536418
laying,4729,0.4514696553182491,0.2850496933812645,0.26348065130048637,0.3745694275720383,True,0.0769002277462108
great,717,0.2384937238493724,0.24546722454672246,0.5160390516039052,0.43923495308585964,True,0.07680409851804554
wet,2299,0.22009569377990432,0.4684645498042627,0.311439756415833,0.39247488229514416,True,0.07598966750911856
office,1718,0.47729918509895225,0.21129220023282888,0.31140861466821884,0.40174821824570967,True,0.07555096685324258
cafeteria,220,0.6,0.17727272727272728,0.22272727272727272,0.52451702354289,True,0.07548297645711
seeing,181,0.14917127071823205,0.23204419889502761,0.6187845303867403,0.5441101751907327,True,0.07467435519600762
facebook,46,0.10869565217391304,0.06521739130434782,0.8260869565217391,0.7514363149391142,True,0.07465064158262491
cries,293,0.5733788395904437,0.17747440273037543,0.24914675767918087,0.4989974199219098,True,0.07438141966853384
skipping,187,0.6149732620320856,0.1443850267379679,0.24064171122994651,0.5407011605564296,True,0.074272101475656
festival,1222,0.24631751227495907,0.265139116202946,0.4885433715220949,0.41445307847052193,True,0.074090293051573
see,1640,0.25182926829268293,0.2707317073170732,0.4774390243902439,0.4033562596680895,True,0.07408276472215436
come,592,0.2483108108108108,0.22804054054054054,0.5236486486486487,0.44988039455980267,True,0.07376825408884602
company,460,0.2,0.2608695652173913,0.5391304347826087,0.4655491051715085,True,0.0735813296111002
vehicle,2554,0.2572435395458105,0.46280344557556774,0.2799530148786218,0.3894448146481693,True,0.07335863092739842
enjoying,4658,0.2606268784886217,0.2913267496779734,0.4480463718334049,0.3748825115398062,True,0.07316386029359873
deal,82,0.15853658536585366,0.12195121951219512,0.7195121951219512,0.6464853798692836,True,0.07302681525266763
cold,1439,0.21195274496177902,0.3071577484364142,0.4808895066018068,0.4080868767309641,True,0.07280262987084268
grandson,126,0.1984126984126984,0.14285714285714285,0.6587301587301587,0.5859586715237186,True,0.07277148720644011
start,717,0.2608089260808926,0.22733612273361228,0.5118549511854951,0.43923495308585964,True,0.07261999809963543
losing,145,0.25517241379310346,0.10344827586206896,0.6413793103448275,0.56882642933685,True,0.07255288100797752
deciding,102,0.11764705882352941,0.19607843137254902,0.6862745098039216,0.6141106987077247,True,0.07216381109619685
their,27922,0.31054365733113676,0.26710121051500607,0.42235513215385717,0.35030360985975645,True,0.07205152229410072
waits,1717,0.26965637740244613,0.25684333139196275,0.4735002912055912,0.40176813814274337,True,0.0717321530628478
mice,43,0.8372093023255814,0.046511627906976744,0.11627906976744186,0.7657754184050809,True,0.07143388392050054
learn,153,0.1895424836601307,0.17647058823529413,0.6339869281045751,0.5625870921634188,True,0.07139983594115629
day,8049,0.3112187849422288,0.2524537209591254,0.4363274940986458,0.3649409112191447,True,0.07138658287950111
gang,132,0.25757575757575757,0.09090909090909091,0.6515151515151515,0.5801504160826969,True,0.07136473543245458
bathtub,364,0.5521978021978022,0.20054945054945056,0.24725274725274726,0.48196504822495845,True,0.07023275397284379
quiet,275,0.5745454545454546,0.1781818181818182,0.24727272727272728,0.5043332243324652,True,0.07021223021298939
tanning,125,0.656,0.088,0.256,0.5869671599175903,True,0.06903284008240973
closet,72,0.7361111111111112,0.1111111111111111,0.1527777777777778,0.667525243196007,True,0.06858586791510413
olympic,416,0.2403846153846154,0.21875,0.5408653846153846,0.4723655718166152,True,0.06849981279876938
more,812,0.1625615763546798,0.5012315270935961,0.33620689655172414,0.4328473293566149,True,0.06838419773698118
sandwich,630,0.5142857142857142,0.17777777777777778,0.30793650793650795,0.4463108191398483,True,0.06797489514586591
still,694,0.5086455331412104,0.2276657060518732,0.26368876080691644,0.4409755035704652,True,0.0676700295707452
model,668,0.25299401197604793,0.23652694610778444,0.5104790419161677,0.4430503396712203,True,0.06742870224494735
chases,941,0.49309245483528164,0.20191285866099895,0.30499468650371947,0.4257749152453092,True,0.06731753958997244
big,4640,0.2821120689655172,0.27607758620689654,0.4418103448275862,0.37496302461000863,True,0.06684732021757755
bad,306,0.28431372549019607,0.15359477124183007,0.5620915032679739,0.49544022081459216,True,0.0666512824533817
hours,118,0.211864406779661,0.1271186440677966,0.6610169491525424,0.5943818181550722,True,0.0666351309974702
pretending,452,0.23008849557522124,0.23672566371681417,0.5331858407079646,0.4667140243480251,True,0.06647181635993948
record,273,0.2087912087912088,0.21978021978021978,0.5714285714285714,0.5049584545389243,True,0.0664701168896471
may,220,0.21363636363636362,0.19545454545454546,0.5909090909090909,0.52451702354289,True,0.06639206736620096
shoot,571,0.23992994746059546,0.24168126094570927,0.5183887915936952,0.4520042033536077,True,0.06638458824008753
grown,204,0.5980392156862745,0.21568627450980393,0.18627450980392157,0.5318729123932584,True,0.0661663032930161
multiple,901,0.24972253052164262,0.4938956714761376,0.2563817980022198,0.4278046101341052,True,0.06609106134203241
teaching,832,0.26802884615384615,0.234375,0.49759615384615385,0.4316439719684072,True,0.06595218187774665
car,12280,0.4248371335504886,0.2757328990228013,0.2994299674267101,0.3589229038569349,True,0.06591422969355365
team,6001,0.2897850358273621,0.2744542576237294,0.4357607065489085,0.3699391724873341,True,0.06582153406157443
lovers,151,0.17880794701986755,0.19205298013245034,0.6291390728476821,0.5641003347227773,True,0.0650387381249048
dad,574,0.2961672473867596,0.18815331010452963,0.5156794425087108,0.45169368157405476,True,0.06398576093465602
sell,680,0.25441176470588234,0.23970588235294119,0.5058823529411764,0.4420779393420346,True,0.06380441359914185
active,205,0.14634146341463414,0.5951219512195122,0.25853658536585367,0.5313880775326622,True,0.06373387368685002
talent,177,0.192090395480226,0.1977401129943503,0.6101694915254238,0.5464785286466465,True,0.06369096287877729
college,707,0.26732673267326734,0.22913719943422914,0.5035360678925035,0.4399812739457821,True,0.06355479394672137
