,0,1,n,p_0,p_1,boundary,isArtifact
pays,3,21,24,0.125,0.875,0.9930311719972756,False
earnest,30,70,100,0.3,0.7,0.7415349597359391,False
homage,18,22,40,0.45,0.55,0.8819003036613146,False
turntablists,0,7,7,0.0,1.0,1.4129163376989913,False
weak,59,7,66,0.8939393939393939,0.10606060606060606,0.7973089831752984,True
skip,36,2,38,0.9473684210526315,0.05263157894736842,0.8918214442112555,True
dreck,19,0,19,1.0,0.0,1.0541192004321704,False
few,195,195,390,0.5,0.5,0.622305981125777,False
laughs,98,175,273,0.358974358974359,0.6410256410256411,0.646183607734241,False
surprises,35,53,88,0.3977272727272727,0.6022727272727273,0.7574771322031286,False
affirm,0,9,9,0.0,1.0,1.3051165324531304,False
love,143,634,777,0.18404118404118405,0.8159588159588159,0.5866501841380086,True
power,13,186,199,0.06532663316582915,0.9346733668341709,0.6712195933092524,True
help,20,79,99,0.20202020202020202,0.797979797979798,0.74275176824173,True
people,224,297,521,0.42994241842610365,0.5700575815738963,0.6058183871111016,False
endure,29,18,47,0.6170212765957447,0.3829787234042553,0.8523149484832706,False
almost,180,163,343,0.5247813411078717,0.4752186588921283,0.6304166196712845,False
unimaginable,7,13,20,0.35,0.65,1.0400885889122344,False
horror,96,91,187,0.5133689839572193,0.48663101604278075,0.6766278555175491,False
absolute,15,12,27,0.5555555555555556,0.4444444444444444,0.9648342467408328,False
generates,16,7,23,0.6956521739130435,0.30434782608695654,1.003635206036385,False
life,202,570,772,0.2616580310880829,0.7383419689119171,0.5869303341871903,True
much,597,390,987,0.6048632218844985,0.3951367781155015,0.5768814247566216,True
fun,84,441,525,0.16,0.84,0.605414498663624,True
without,192,323,515,0.37281553398058254,0.6271844660194175,0.6064330198915328,True
highs,2,14,16,0.125,0.875,1.1038373993398478,False
lows,3,12,15,0.2,0.8,1.1236405843894475,False
based,29,35,64,0.453125,0.546875,0.8019186996699239,False
true,58,135,193,0.3005181347150259,0.6994818652849741,0.6738606683743806,True
historically,2,27,29,0.06896551724137931,0.9310344827586207,0.9485191602974581,False
significant,6,29,35,0.17142857142857143,0.8285714285714286,0.9082685977730197,False
wellrounded,0,3,3,0.0,1.0,1.8945027402224985,False
tribute,28,57,85,0.32941176470588235,0.6705882352941176,0.7619814469736397,False
actors,120,239,359,0.3342618384401114,0.6657381615598886,0.6274772761165065,True
throw,7,10,17,0.4117647058823529,0.5882352941176471,1.085808324276815,False
spark,32,24,56,0.5714285714285714,0.42857142857142855,0.8227646665214725,False
two,247,270,517,0.47775628626692457,0.5222437137330754,0.6062269538320364,False
when,307,191,498,0.6164658634538153,0.38353413654618473,0.6082344034922614,True
first,161,232,393,0.40966921119592875,0.5903307888040712,0.621838270115733,False
appear,14,25,39,0.358974358974359,0.6410256410256411,0.8867654718190199,False
ca,186,95,281,0.6619217081850534,0.33807829181494664,0.6440876769146568,True
generate,15,8,23,0.6521739130434783,0.34782608695652173,1.003635206036385,False
enough,265,478,743,0.3566621803499327,0.6433378196500673,0.5886105827015496,True
heat,6,10,16,0.375,0.625,1.1038373993398478,False
vacuum,7,0,7,1.0,0.0,1.4129163376989913,False
comedy,425,628,1053,0.4036087369420703,0.5963912630579298,0.5744330497559879,True
reaction,7,7,14,0.5,0.5,1.145529333042945,False
so,989,723,1712,0.5776869158878505,0.4223130841121495,0.5583751647392269,True
robert,15,55,70,0.21428571428571427,0.7857142857142857,0.7886894940308252,False
deniro,10,11,21,0.47619047619047616,0.5238095238095238,1.0270724933181201,False
khouri,0,1,1,0.0,1.0,2.915349597359391,False
manages,49,158,207,0.23671497584541062,0.7632850241545893,0.6678784020121282,True
terrific,3,153,156,0.019230769230769232,0.9807692307692307,0.6933827359095099,True
flair,5,52,57,0.08771929824561403,0.9122807017543859,0.8199208695326539,True
keep,76,204,280,0.2714285714285714,0.7285714285714285,0.6443447470154127,True
extremes,10,4,14,0.7142857142857143,0.2857142857142857,1.145529333042945,False
screwball,8,8,16,0.5,0.5,1.1038373993398478,False
farce,34,20,54,0.6296296296296297,0.37037037037037035,0.8286874479981837,False
bloodcurdling,1,10,11,0.09090909090909091,0.9090909090909091,1.2282553047251898,False
family,78,268,346,0.2254335260115607,0.7745664739884393,0.6298499988032453,True
intensity,11,45,56,0.19642857142857142,0.8035714285714286,0.8227646665214725,False
continuum,1,6,7,0.14285714285714285,0.8571428571428571,1.4129163376989913,False
fashioning,1,4,5,0.2,0.8,1.5801771778244689,False
engrossing,4,116,120,0.03333333333333333,0.9666666666666667,0.7204902431224598,True
entertainment,71,189,260,0.27307692307692305,0.7269230769230769,0.6497936231243118,True
spiffy,2,10,12,0.16666666666666666,0.8333333333333334,1.1972513701112493,False
animated,21,73,94,0.22340425531914893,0.776595744680851,0.7491242891859098,True
sloppily,18,0,18,1.0,0.0,1.0693033597430075,False
written,66,91,157,0.42038216560509556,0.5796178343949044,0.6927658835056681,False
you,1208,1541,2749,0.439432520916697,0.5605674790833031,0.5460672862524406,True
believe,79,54,133,0.5939849624060151,0.40601503759398494,0.7094373715756397,False
anyone,133,91,224,0.59375,0.40625,0.6613823332607363,False
central,41,18,59,0.6949152542372882,0.3050847457627119,0.8144517337181905,False
creation,19,10,29,0.6551724137931034,0.3448275862068966,0.9485191602974581,False
bugsy,6,0,6,1.0,0.0,1.4860623439945513,False
caterer,6,0,6,1.0,0.0,1.4860623439945513,False
alternating,3,2,5,0.6,0.4,1.5801771778244689,False
facetious,8,2,10,0.8,0.2,1.263800607322629,False
comic,67,201,268,0.25,0.75,0.6475409591178112,True
parody,13,12,25,0.52,0.48,0.9830699194718782,False
pulp,7,8,15,0.4666666666666667,0.5333333333333333,1.1236405843894475,False
melodrama,74,67,141,0.524822695035461,0.475177304964539,0.7034091303463454,False
smartaleck,1,9,10,0.1,0.9,1.263800607322629,False
tosses,15,6,21,0.7142857142857143,0.2857142857142857,1.0270724933181201,False
around,132,82,214,0.616822429906542,0.38317757009345793,0.6651098993599567,False
intriguing,16,151,167,0.09580838323353294,0.9041916167664671,0.686905363312867,True
questions,13,60,73,0.1780821917808219,0.821917808219178,0.7826952877546551,True
difference,10,15,25,0.4,0.6,0.9830699194718782,False
android,0,7,7,0.0,1.0,1.4129163376989913,False
strungtogether,9,0,9,1.0,0.0,1.3051165324531304,False
moments,93,267,360,0.25833333333333336,0.7416666666666667,0.6273001012204382,True
generous,3,30,33,0.09090909090909091,0.9090909090909091,0.9204583962218613,False
subversive,3,21,24,0.125,0.875,0.9930311719972756,False
artworks,0,8,8,0.0,1.0,1.3539550396145112,False
does,607,402,1009,0.6015857284440039,0.398414271555996,0.5760386532389067,True
follow,15,18,33,0.45454545454545453,0.5454545454545454,0.9204583962218613,False
stale,75,9,84,0.8928571428571429,0.10714285714285714,0.7635362466590601,True
standard,28,32,60,0.4666666666666667,0.5333333333333333,0.8118202921947237,False
connectthedots,6,8,14,0.42857142857142855,0.5714285714285714,1.145529333042945,False
become,60,92,152,0.39473684210526316,0.6052631578947368,0.6959107221056278,False
commonplace,2,7,9,0.2222222222222222,0.7777777777777778,1.3051165324531304,False
explore,2,30,32,0.0625,0.9375,0.9269775198072556,True
seamy,2,8,10,0.2,0.8,1.263800607322629,False
underbelly,17,8,25,0.68,0.32,0.9830699194718782,False
criminal,12,11,23,0.5217391304347826,0.4782608695652174,1.003635206036385,False
yet,104,187,291,0.35738831615120276,0.6426116838487973,0.6415903009553238,True
overbearing,19,1,20,0.95,0.05,1.0400885889122344,False
overthetop,30,12,42,0.7142857142857143,0.2857142857142857,0.8726965342021439,False
duvall,1,20,21,0.047619047619047616,0.9523809523809523,1.0270724933181201,False
sudden,4,23,27,0.14814814814814814,0.8518518518518519,0.9648342467408328,False
wisdom,1,18,19,0.05263157894736842,0.9473684210526315,1.0541192004321704,False
directed,65,78,143,0.45454545454545453,0.5454545454545454,0.7019816802165635,False
clear,42,39,81,0.5185185185185185,0.48148148148148145,0.7683721774843768,False
washington,1,51,52,0.019230769230769232,0.9807692307692307,0.8349487239019455,True
certainly,35,96,131,0.26717557251908397,0.732824427480916,0.7110300741467505,True
career,30,58,88,0.3409090909090909,0.6590909090909091,0.7574771322031286,False
ahead,0,38,38,0.0,1.0,0.8918214442112555,True
memory,42,47,89,0.47191011235955055,0.5280898876404494,0.756026545267517,False
respectable,22,8,30,0.7333333333333333,0.26666666666666666,0.9409804862449196,False
grating,20,0,20,1.0,0.0,1.0400885889122344,False
showcase,12,5,17,0.7058823529411765,0.29411764705882354,1.085808324276815,False
hate,46,17,63,0.7301587301587301,0.2698412698412698,0.8043054458996637,False
tear,19,30,49,0.3877551020408163,0.6122448979591837,0.8450499424799129,False
eyes,19,116,135,0.14074074074074075,0.8592592592592593,0.7078801947964825,True
away,103,148,251,0.4103585657370518,0.5896414342629482,0.652455514737778,False
images,34,122,156,0.21794871794871795,0.782051282051282,0.6933827359095099,True
long,294,155,449,0.6547884187082406,0.34521158129175944,0.6139873950506478,True
read,17,52,69,0.2463768115942029,0.7536231884057971,0.7907739217784795,False
subtitles,3,16,19,0.15789473684210525,0.8421052631578947,1.0541192004321704,False
addition,22,30,52,0.4230769230769231,0.5769230769230769,0.8349487239019455,False
sporting,5,0,5,1.0,0.0,1.5801771778244689,False
titles,24,5,29,0.8275862068965517,0.1724137931034483,0.9485191602974581,False
recent,55,104,159,0.34591194968553457,0.6540880503144654,0.6915496828249545,False
cinematic,83,182,265,0.3132075471698113,0.6867924528301886,0.6483737463104724,True
genderbending,0,5,5,0.0,1.0,1.5801771778244689,False
generally,17,38,55,0.3090909090909091,0.6909090909090909,0.8256856732680697,False
quite,140,179,319,0.438871473354232,0.5611285266457681,0.6352336150901761,False
build,10,5,15,0.6666666666666666,0.3333333333333333,1.1236405843894475,False
robots,2,0,2,1.0,0.0,2.2079100792290225,False
haul,6,2,8,0.75,0.25,1.3539550396145112,False
em,8,9,17,0.47058823529411764,0.5294117647058824,1.085808324276815,False
theater,134,103,237,0.5654008438818565,0.4345991561181435,0.6568938160832519,False
late,23,22,45,0.5111111111111111,0.4888888888888889,0.860059059274823,False
show,106,97,203,0.5221674876847291,0.47783251231527096,0.6695243080563699,False
put,87,70,157,0.554140127388535,0.445859872611465,0.6927658835056681,False
own,297,313,610,0.48688524590163934,0.5131147540983606,0.5977946466524405,False
mystery,50,58,108,0.46296296296296297,0.5370370370370371,0.7324171233704164,False
science,24,16,40,0.6,0.4,0.8819003036613146,False
theatre,6,6,12,0.5,0.5,1.1972513701112493,False
3000,3,7,10,0.3,0.7,1.263800607322629,False
going,146,138,284,0.5140845070422535,0.4859154929577465,0.6433246300136017,False
go,156,131,287,0.5435540069686411,0.4564459930313589,0.6425735787480206,False
down,276,115,391,0.7058823529411765,0.29411764705882354,0.6221494794863369,True
killer,24,22,46,0.5217391304347826,0.4782608695652174,0.8561238694326118,False
website,21,1,22,0.9545454545454546,0.045454545454545456,1.0149542644062572,False
other,303,227,530,0.5716981132075472,0.42830188679245285,0.6049160821661875,False
work,263,498,761,0.3455978975032852,0.6544021024967148,0.5875563545009027,True
concert,15,10,25,0.6,0.4,0.9830699194718782,False
direction,130,163,293,0.44368600682593856,0.5563139931740614,0.6411062301334409,False
fluid,0,28,28,0.0,1.0,0.9564581688494956,True
nononsense,0,20,20,0.0,1.0,1.0400885889122344,False
authority,4,20,24,0.16666666666666666,0.8333333333333334,0.9930311719972756,False
harris,10,5,15,0.6666666666666666,0.3333333333333333,1.1236405843894475,False
phifer,0,3,3,0.0,1.0,1.8945027402224985,False
cam,0,3,3,0.0,1.0,1.8945027402224985,False
ron,0,6,6,0.0,1.0,1.4860623439945513,False
seal,2,6,8,0.25,0.75,1.3539550396145112,False
deal,13,46,59,0.22033898305084745,0.7796610169491526,0.8144517337181905,False
would,422,189,611,0.690671031096563,0.309328968903437,0.5977145855283759,True
had,213,137,350,0.6085714285714285,0.3914285714285714,0.629105866608589,False
gone,79,16,95,0.8315789473684211,0.16842105263157894,0.7478096399608328,True
step,24,52,76,0.3157894736842105,0.6842105263157895,0.7770596002160852,False
further,22,30,52,0.4230769230769231,0.5769230769230769,0.8349487239019455,False
harsh,21,5,26,0.8076923076923077,0.19230769230769232,0.9736890280416928,False
piece,84,212,296,0.28378378378378377,0.7162162162162162,0.6403893437169319,True
storytelling,58,103,161,0.36024844720496896,0.639751552795031,0.6903562152384357,False
hawaiian,7,6,13,0.5384615384615384,0.46153846153846156,1.169897447803891,False
shirt,3,2,5,0.6,0.4,1.5801771778244689,False
takes,128,155,283,0.45229681978798586,0.5477031802120141,0.6435776304400198,False
casts,1,20,21,0.047619047619047616,0.9523809523809523,1.0270724933181201,False
attractive,10,41,51,0.19607843137254902,0.803921568627451,0.8382165937147428,False
talented,51,100,151,0.33774834437086093,0.6622516556291391,0.696558362622864,False
uses,34,65,99,0.3434343434343434,0.6565656565656566,0.74275176824173,False
landscape,1,34,35,0.02857142857142857,0.9714285714285714,0.9082685977730197,True
create,28,74,102,0.27450980392156865,0.7254901960784313,0.73915524692551,False
wickedly,8,40,48,0.16666666666666666,0.8333333333333334,0.8486256850556246,False
watch,190,209,399,0.47619047619047616,0.5238095238095238,0.6209187228575632,False
provide,19,36,55,0.34545454545454546,0.6545454545454545,0.8256856732680697,False
keenest,0,7,7,0.0,1.0,1.4129163376989913,False
pleasures,2,46,48,0.041666666666666664,0.9583333333333334,0.8486256850556246,True
altogether,16,14,30,0.5333333333333333,0.4666666666666667,0.9409804862449196,False
slight,26,27,53,0.49056603773584906,0.5094339622641509,0.8317737828265249,False
called,47,29,76,0.618421052631579,0.3815789473684211,0.7770596002160852,False
kind,185,224,409,0.45232273838630804,0.5476772616136919,0.6194313510857253,False
masterpiece,22,74,96,0.22916666666666666,0.7708333333333334,0.7465155859986379,True
grievous,9,0,9,1.0,0.0,1.3051165324531304,False
after,180,139,319,0.5642633228840125,0.43573667711598746,0.6352336150901761,False
laugh,46,66,112,0.4107142857142857,0.5892857142857143,0.7282290844247479,False
maybe,49,14,63,0.7777777777777778,0.2222222222222222,0.8043054458996637,False
twice,35,37,72,0.4861111111111111,0.5138888888888888,0.7846516798715037,False
completely,99,54,153,0.6470588235294118,0.35294117647058826,0.695269441425605,False
forgotten,43,15,58,0.7413793103448276,0.25862068965517243,0.8171509397384287,False
time,472,459,931,0.5069817400644469,0.49301825993555315,0.5791598857760244,False
get,252,136,388,0.6494845360824743,0.35051546391752575,0.6226207975567944,True
back,184,127,311,0.5916398713826366,0.40836012861736337,0.6369619103229289,False
car,72,10,82,0.8780487804878049,0.12195121951219512,0.7667307420406637,True
parking,12,0,12,1.0,0.0,1.1972513701112493,False
lot,117,148,265,0.44150943396226416,0.5584905660377358,0.6483737463104724,False
hopeless,17,0,17,1.0,0.0,1.085808324276815,False
unpretentious,0,14,14,0.0,1.0,1.145529333042945,False
charming,19,213,232,0.08189655172413793,0.9181034482758621,0.6585754698692143,True
quirky,38,154,192,0.19791666666666666,0.8020833333333334,0.6743128425278123,True
nicks,1,2,3,0.3333333333333333,0.6666666666666666,1.8945027402224985,False
steinberg,1,0,1,1.0,0.0,2.915349597359391,False
match,36,26,62,0.5806451612903226,0.41935483870967744,0.8067497056145017,False
their,402,538,940,0.4276595744680851,0.5723404255319149,0.5787800174297929,False
creations,2,14,16,0.125,0.875,1.1038373993398478,False
pure,14,76,90,0.15555555555555556,0.8444444444444444,0.7546002024408764,True
venality,4,0,4,1.0,0.0,1.7076747986796954,False
giving,16,21,37,0.43243243243243246,0.5675675675675675,0.8970810277942863,False
old,195,122,317,0.6151419558359621,0.38485804416403785,0.6356595487907888,False
college,43,20,63,0.6825396825396826,0.31746031746031744,0.8043054458996637,False
try,81,30,111,0.7297297297297297,0.2702702702702703,0.7292548382871245,True
wellwritten,3,23,26,0.11538461538461539,0.8846153846153846,0.9736890280416928,False
wellacted,8,14,22,0.36363636363636365,0.6363636363636364,1.0149542644062572,False
conclusive,4,3,7,0.5714285714285714,0.42857142857142855,1.4129163376989913,False
answers,10,42,52,0.19230769230769232,0.8076923076923077,0.8349487239019455,False
clumsy,48,4,52,0.9230769230769231,0.07692307692307693,0.8349487239019455,True
dialogue,286,114,400,0.715,0.285,0.6207674798679695,True
heavyhanded,39,2,41,0.9512195121951219,0.04878048780487805,0.877214232895746,True
phoneyfeeling,11,0,11,1.0,0.0,1.2282553047251898,False
sentiment,31,2,33,0.9393939393939394,0.06060606060606061,0.9204583962218613,True
lovely,12,76,88,0.13636363636363635,0.8636363636363636,0.7574771322031286,True
trifle,21,9,30,0.7,0.3,0.9409804862449196,False
